[2026-06-02 17:15:08,151] 42 root - INFO - Start data Ingestion
[2026-06-02 17:15:12,893] 201 root - INFO - MongoDB data exported successfully
[2026-06-02 17:15:13,053] 217 root - INFO - Feature store file saved
[2026-06-02 17:15:13,066] 45 root - INFO - Data Ingestion completed and artifact: DataIngestionArtifact(trained_file_path='Artifacts\\06_02_2026_17_14_49\\data_ingestion\\feature_store\\check_records.csv', test_file_path='Artifacts\\06_02_2026_17_14_49\\data_ingestion\\feature_store\\check_records.csv')
[2026-06-02 17:15:13,072] 55 root - INFO - Initiate the data Validation
[2026-06-02 17:15:13,133] 173 root - INFO - Required columns: 4
[2026-06-02 17:15:13,133] 174 root - INFO - Dataframe columns: 4
[2026-06-02 17:15:13,259] 214 root - INFO - Data validation completed
[2026-06-02 17:15:13,262] 163 root - INFO - Starting data transformation
[2026-06-02 17:15:14,402] 221 root - INFO - Student mapping file saved at: Artifacts\06_02_2026_17_14_49\data_transformation\mapping_files\student_mapping.csv
[2026-06-02 17:15:14,404] 223 root - INFO - Student mapping file saved at: Artifacts\06_02_2026_17_14_49\data_transformation\mapping_files\tracker_mapping.csv
[2026-06-02 17:15:15,505] 260 root - INFO - Batch prediction file saved at: Artifacts\06_02_2026_17_14_49\data_transformation\batch_prediction\sample_batch_prediction.csv
[2026-06-02 17:15:15,508] 152 root - INFO - Entered get_data_transformer_object method
[2026-06-02 17:15:15,526] 51 root - INFO - Entered the save_object method of MainUtils class
[2026-06-02 17:15:15,529] 55 root - INFO - Exited the save_object method of MainUtils class
[2026-06-02 17:15:15,529] 51 root - INFO - Entered the save_object method of MainUtils class
[2026-06-02 17:15:15,535] 55 root - INFO - Exited the save_object method of MainUtils class
[2026-06-02 17:15:15,535] 300 root - INFO - Data transformation completed
[2026-06-02 17:19:12,642] 51 root - INFO - Entered the save_object method of MainUtils class
[2026-06-02 17:19:12,658] 55 root - INFO - Exited the save_object method of MainUtils class
[2026-06-02 17:19:12,659] 51 root - INFO - Entered the save_object method of MainUtils class
[2026-06-02 17:19:12,666] 55 root - INFO - Exited the save_object method of MainUtils class
[2026-06-02 17:19:12,669] 191 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_02_2026_17_14_49\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=RegressionMetricArtifact(r2_score=0.6759196336764717, mean_absolute_error=11.471480385453264, root_mean_squared_error=np.float64(19.526913492433522)), test_metric_artifact=RegressionMetricArtifact(r2_score=0.7136695337712737, mean_absolute_error=10.337041090674415, root_mean_squared_error=np.float64(17.98775320504932)))
