[2026-05-25 23:40:35,616] 16 root - INFO - Inititate the data ingestion
[2026-05-25 23:40:39,443] 201 root - INFO - MongoDB data exported successfully
[2026-05-25 23:40:39,732] 217 root - INFO - Feature store file saved
[2026-05-25 23:40:39,757] 19 root - INFO - Data Ingestion Completed
[2026-05-25 23:40:39,764] 23 root - INFO - Inititate the data validation
[2026-05-25 23:40:39,947] 176 root - INFO - Required columns: 4
[2026-05-25 23:40:39,947] 177 root - INFO - Dataframe columns: 4
[2026-05-25 23:40:40,228] 217 root - INFO - Data validation completed
[2026-05-25 23:40:40,233] 25 root - INFO - Data Validation Completed
[2026-05-25 23:40:40,332] 28 root - INFO - data Transformation started
[2026-05-25 23:40:40,332] 163 root - INFO - Starting data transformation
[2026-05-25 23:40:46,640] 220 root - INFO - Student mapping file saved at: Artifacts\05_25_2026_23_40_27\data_transformation\mapping_files\student_mapping.csv
[2026-05-25 23:40:46,645] 222 root - INFO - Student mapping file saved at: Artifacts\05_25_2026_23_40_27\data_transformation\mapping_files\tracker_mapping.csv
